tick_n,phase,status,raw_eda,raw_hr,raw_hrv,smooth_eda,smooth_hr,smooth_hrv
17581,LIVE,NEW_DATA,10.8067,91.5864,45.5165,10.8067,91.5864,45.5165
17582,LIVE,NEW_DATA,10.7935,91.5864,45.5165,10.7935,91.5864,45.5165
17583,LIVE,NEW_DATA,10.7866,91.5036,45.2523,10.7866,91.5036,45.2523
17584,LIVE,NEW_DATA,10.7796,91.5036,45.2523,10.7796,91.5036,45.2523
17585,LIVE,NEW_DATA,10.8164,91.5036,45.2523,10.8164,91.5036,45.2523
17586,LIVE,NEW_DATA,10.7713,91.5036,45.2523,10.7713,91.5036,45.2523
17587,LIVE,NEW_DATA,10.7491,91.5036,45.2523,10.7491,91.5036,45.2523
17588,LIVE,NEW_DATA,10.8448,91.5036,45.2523,10.8448,91.5036,45.2523
17589,LIVE,NEW_DATA,10.7772,91.5036,45.2523,10.7772,91.5036,45.2523
17590,LIVE,NEW_DATA,10.7495,91.5036,45.2523,10.7495,91.5036,45.2523
17591,LIVE,NEW_DATA,10.7332,91.5036,45.2523,10.7332,91.5036,45.2523
17592,LIVE,NEW_DATA,10.7734,91.5036,45.2523,10.7734,91.5036,45.2523
17593,LIVE,NEW_DATA,10.6884,91.5036,45.2523,10.6884,91.5036,45.2523
17594,LIVE,NEW_DATA,10.6375,91.5036,45.2523,10.6375,91.5036,45.2523
17595,LIVE,NEW_DATA,10.6437,91.5036,45.2523,10.6437,91.5036,45.2523
17596,LIVE,NEW_DATA,10.6714,91.5036,45.2523,10.6714,91.5036,45.2523
17597,LIVE,NEW_DATA,10.6333,91.5036,45.2523,10.6333,91.5036,45.2523
17598,LIVE,NEW_DATA,10.6631,91.5036,45.2523,10.6631,91.5036,45.2523
17599,LIVE,NEW_DATA,10.2491,91.5036,45.2523,10.2491,91.5036,45.2523
17600,LIVE,NEW_DATA,10.2407,91.5036,45.2523,10.2407,91.5036,45.2523
17601,LIVE,NEW_DATA,9.3855,91.5036,45.2523,9.3855,91.5036,45.2523
17602,LIVE,NEW_DATA,9.7351,91.5036,45.2523,9.7351,91.5036,45.2523
17603,LIVE,NEW_DATA,9.7327,91.5036,45.2523,9.7327,91.5036,45.2523
17604,LIVE,NEW_DATA,9.3543,91.5036,45.2523,9.3543,91.5036,45.2523
17605,LIVE,NEW_DATA,9.3467,91.5036,45.2523,9.3467,91.5036,45.2523
17606,LIVE,NEW_DATA,9.3682,91.5036,45.2523,9.3682,91.5036,45.2523
17607,LIVE,NEW_DATA,9.2288,91.4511,45.3756,9.2288,91.4511,45.3756
17608,LIVE,NEW_DATA,9.4161,91.4511,45.3756,9.4161,91.4511,45.3756
17609,LIVE,NEW_DATA,9.2205,91.4511,45.3756,9.2205,91.4511,45.3756
17610,LIVE,NEW_DATA,9.2475,91.4511,45.3756,9.2475,91.4511,45.3756
17611,LIVE,NEW_DATA,9.2434,91.4511,45.3756,9.2434,91.4511,45.3756
17612,LIVE,NEW_DATA,9.2246,91.4511,45.3756,9.2246,91.4511,45.3756
17613,LIVE,NEW_DATA,9.2496,91.4511,45.3756,9.2496,91.4511,45.3756
17614,LIVE,NEW_DATA,9.2094,91.4511,45.3756,9.2094,91.4511,45.3756
17615,LIVE,NEW_DATA,9.1997,91.4511,45.3756,9.1997,91.4511,45.3756
17616,LIVE,NEW_DATA,9.2871,91.4511,45.3756,9.2871,91.4511,45.3756
17617,LIVE,NEW_DATA,9.2871,91.4511,45.3756,9.2871,91.4511,45.3756
17618,LIVE,NEW_DATA,9.2829,91.4511,45.3756,9.2829,91.4511,45.3756
17619,LIVE,NEW_DATA,9.2354,91.4511,45.3756,9.2354,91.4511,45.3756
17620,LIVE,NEW_DATA,9.3242,91.4511,45.3756,9.3242,91.4511,45.3756
17621,LIVE,NEW_DATA,9.3467,91.4511,45.3756,9.3467,91.4511,45.3756
17622,LIVE,NEW_DATA,9.3470,91.4511,45.3756,9.3470,91.4511,45.3756
17623,LIVE,NEW_DATA,9.4091,91.4511,45.3756,9.4091,91.4511,45.3756
17624,LIVE,NEW_DATA,9.7757,91.4511,45.3756,9.7757,91.4511,45.3756
17625,LIVE,NEW_DATA,9.7018,91.4511,45.3756,9.7018,91.4511,45.3756
17626,LIVE,NEW_DATA,10.2830,91.4511,45.3756,10.2830,91.4511,45.3756
17627,LIVE,NEW_DATA,10.6950,91.4511,45.3756,10.6950,91.4511,45.3756
17628,LIVE,NEW_DATA,10.7991,91.4511,45.3756,10.7991,91.4511,45.3756
17629,LIVE,NEW_DATA,10.7699,91.4511,45.3756,10.7699,91.4511,45.3756
17630,LIVE,NEW_DATA,10.8428,91.4511,45.3756,10.8428,91.4511,45.3756
17631,LIVE,NEW_DATA,10.8185,91.4511,45.3756,10.8185,91.4511,45.3756
17632,LIVE,NEW_DATA,10.6867,91.3990,45.2447,10.6867,91.3990,45.2447
17633,LIVE,NEW_DATA,10.6770,91.3990,45.2447,10.6770,91.3990,45.2447
17634,LIVE,NEW_DATA,10.6621,91.3990,45.2447,10.6621,91.3990,45.2447
17635,LIVE,NEW_DATA,10.6746,91.3990,45.2447,10.6746,91.3990,45.2447
17636,LIVE,NEW_DATA,10.2848,91.3990,45.2447,10.2848,91.3990,45.2447
17637,LIVE,NEW_DATA,10.2955,91.3990,45.2447,10.2955,91.3990,45.2447
17638,LIVE,NEW_DATA,10.6992,91.3990,45.2447,10.6992,91.3990,45.2447
17639,LIVE,NEW_DATA,10.2927,91.3990,45.2447,10.2927,91.3990,45.2447
17640,LIVE,NEW_DATA,9.7698,91.3990,45.2447,9.7698,91.3990,45.2447
17641,LIVE,NEW_DATA,10.3136,91.3990,45.2447,10.3136,91.3990,45.2447
17642,LIVE,NEW_DATA,10.4093,91.3990,45.2447,10.4093,91.3990,45.2447
17643,LIVE,NEW_DATA,9.7642,91.3990,45.2447,9.7642,91.3990,45.2447
17644,LIVE,NEW_DATA,9.7795,91.3990,45.2447,9.7795,91.3990,45.2447
17645,LIVE,NEW_DATA,9.4393,91.3990,45.2447,9.4393,91.3990,45.2447
17646,LIVE,NEW_DATA,9.3030,91.3990,45.2447,9.3030,91.3990,45.2447
17647,LIVE,NEW_DATA,9.3106,91.3990,45.2447,9.3106,91.3990,45.2447
17648,LIVE,NEW_DATA,9.2877,91.3990,45.2447,9.2877,91.3990,45.2447
17649,LIVE,NEW_DATA,9.2787,91.3990,45.2447,9.2787,91.3990,45.2447
17650,LIVE,NEW_DATA,9.3120,91.3990,45.2447,9.3120,91.3990,45.2447
17651,LIVE,NEW_DATA,9.2857,91.3990,45.2447,9.2857,91.3990,45.2447
17652,LIVE,NEW_DATA,9.2995,91.3990,45.2447,9.2995,91.3990,45.2447
17653,LIVE,NEW_DATA,9.3287,91.3990,45.2447,9.3287,91.3990,45.2447
17654,LIVE,NEW_DATA,9.3370,91.3990,45.2447,9.3370,91.3990,45.2447
17655,LIVE,NEW_DATA,9.3706,91.3990,45.2447,9.3706,91.3990,45.2447
17656,LIVE,NEW_DATA,9.3994,91.4780,44.9394,9.3994,91.4780,44.9394
17657,LIVE,NEW_DATA,9.4289,91.4780,44.9394,9.4289,91.4780,44.9394
17658,LIVE,NEW_DATA,9.4008,91.4780,44.9394,9.4008,91.4780,44.9394
17659,LIVE,NEW_DATA,9.7698,91.4780,44.9394,9.7698,91.4780,44.9394
17660,LIVE,NEW_DATA,9.7753,91.4780,44.9394,9.7753,91.4780,44.9394
17661,LIVE,NEW_DATA,10.2830,91.4780,44.9394,10.2830,91.4780,44.9394
17662,LIVE,NEW_DATA,10.3247,91.4780,44.9394,10.3247,91.4780,44.9394
17663,LIVE,NEW_DATA,10.8587,91.4780,44.9394,10.8587,91.4780,44.9394
17664,LIVE,NEW_DATA,10.8788,91.4780,44.9394,10.8788,91.4780,44.9394
17665,LIVE,NEW_DATA,10.8684,91.4780,44.9394,10.8684,91.4780,44.9394
17666,LIVE,NEW_DATA,10.8962,91.4780,44.9394,10.8962,91.4780,44.9394
17667,LIVE,NEW_DATA,10.8740,91.4780,44.9394,10.8740,91.4780,44.9394
17668,LIVE,NEW_DATA,10.9031,91.4780,44.9394,10.9031,91.4780,44.9394
17669,LIVE,NEW_DATA,10.8823,91.4780,44.9394,10.8823,91.4780,44.9394
17670,LIVE,NEW_DATA,10.8702,91.4780,44.9394,10.8702,91.4780,44.9394
17671,LIVE,NEW_DATA,10.8663,91.4780,44.9394,10.8663,91.4780,44.9394
17672,LIVE,NEW_DATA,10.8036,91.4780,44.9394,10.8036,91.4780,44.9394
17673,LIVE,NEW_DATA,10.8865,91.4780,44.9394,10.8865,91.4780,44.9394
17674,LIVE,NEW_DATA,10.8115,91.4780,44.9394,10.8115,91.4780,44.9394
17675,LIVE,NEW_DATA,10.8656,91.4780,44.9394,10.8656,91.4780,44.9394
17676,LIVE,NEW_DATA,10.8185,91.4780,44.9394,10.8185,91.4780,44.9394
17677,LIVE,NEW_DATA,10.8046,91.4780,44.9394,10.8046,91.4780,44.9394
17678,LIVE,NEW_DATA,10.8552,91.4780,44.9394,10.8552,91.4780,44.9394
17679,LIVE,NEW_DATA,10.7796,91.4780,44.9394,10.7796,91.4780,44.9394
17680,LIVE,NEW_DATA,10.7387,91.3395,45.1559,10.7387,91.3395,45.1559
17681,LIVE,NEW_DATA,10.4800,91.3395,45.1559,10.4800,91.3395,45.1559
17682,LIVE,NEW_DATA,9.9293,91.3395,45.1559,9.9293,91.3395,45.1559
17683,LIVE,NEW_DATA,9.9446,91.3395,45.1559,9.9446,91.3395,45.1559
17684,LIVE,NEW_DATA,9.3342,91.3395,45.1559,9.3342,91.3395,45.1559
17685,LIVE,NEW_DATA,9.3412,91.3395,45.1559,9.3412,91.3395,45.1559
17686,LIVE,NEW_DATA,9.3197,91.3395,45.1559,9.3197,91.3395,45.1559
17687,LIVE,NEW_DATA,9.3398,91.3395,45.1559,9.3398,91.3395,45.1559
17688,LIVE,NEW_DATA,9.3242,91.3395,45.1559,9.3242,91.3395,45.1559
17689,LIVE,NEW_DATA,9.3890,91.3395,45.1559,9.3890,91.3395,45.1559
17690,LIVE,NEW_DATA,9.3318,91.3395,45.1559,9.3318,91.3395,45.1559
17691,LIVE,NEW_DATA,9.3939,91.3395,45.1559,9.3939,91.3395,45.1559
17692,LIVE,NEW_DATA,9.4188,91.3395,45.1559,9.4188,91.3395,45.1559
17693,LIVE,NEW_DATA,9.3623,91.3395,45.1559,9.3623,91.3395,45.1559
17694,LIVE,NEW_DATA,9.3914,91.3395,45.1559,9.3914,91.3395,45.1559
17695,LIVE,NEW_DATA,9.4674,91.3395,45.1559,9.4674,91.3395,45.1559
17696,LIVE,NEW_DATA,9.4715,91.3395,45.1559,9.4715,91.3395,45.1559
17697,LIVE,NEW_DATA,9.4639,91.3395,45.1559,9.4639,91.3395,45.1559
17698,LIVE,NEW_DATA,10.3118,91.3395,45.1559,10.3118,91.3395,45.1559
17699,LIVE,NEW_DATA,10.2712,91.3395,45.1559,10.2712,91.3395,45.1559
17700,LIVE,NEW_DATA,10.2706,91.3395,45.1559,10.2706,91.3395,45.1559
17701,LIVE,NEW_DATA,10.9114,91.3395,45.1559,10.9114,91.3395,45.1559
17702,LIVE,NEW_DATA,10.9364,91.3395,45.1559,10.9364,91.3395,45.1559
17703,LIVE,NEW_DATA,10.9017,91.3395,45.1559,10.9017,91.3395,45.1559
17704,LIVE,NEW_DATA,10.9093,91.3395,45.1559,10.9093,91.3395,45.1559
17705,LIVE,NEW_DATA,10.9100,91.1484,45.2287,10.9100,91.1484,45.2287
17706,LIVE,NEW_DATA,10.8476,91.1484,45.2287,10.8476,91.1484,45.2287
17707,LIVE,NEW_DATA,10.7710,91.1484,45.2287,10.7710,91.1484,45.2287
17708,LIVE,NEW_DATA,10.8615,91.1484,45.2287,10.8615,91.1484,45.2287
17709,LIVE,NEW_DATA,10.7339,91.1484,45.2287,10.7339,91.1484,45.2287
17710,LIVE,NEW_DATA,10.7588,91.1484,45.2287,10.7588,91.1484,45.2287
17711,LIVE,NEW_DATA,10.8379,91.1484,45.2287,10.8379,91.1484,45.2287
17712,LIVE,NEW_DATA,10.6271,91.1484,45.2287,10.6271,91.1484,45.2287
17713,LIVE,NEW_DATA,9.9723,91.1484,45.2287,9.9723,91.1484,45.2287
17714,LIVE,NEW_DATA,10.5230,91.1484,45.2287,10.5230,91.1484,45.2287
17715,LIVE,NEW_DATA,10.4571,91.1484,45.2287,10.4571,91.1484,45.2287
17716,LIVE,NEW_DATA,9.9456,91.1484,45.2287,9.9456,91.1484,45.2287
17717,LIVE,NEW_DATA,10.5202,91.1484,45.2287,10.5202,91.1484,45.2287
17718,LIVE,NEW_DATA,9.9571,91.1484,45.2287,9.9571,91.1484,45.2287
17719,LIVE,NEW_DATA,10.5424,91.1484,45.2287,10.5424,91.1484,45.2287
17720,LIVE,NEW_DATA,10.4946,91.1484,45.2287,10.4946,91.1484,45.2287
17721,LIVE,NEW_DATA,9.5260,91.1484,45.2287,9.5260,91.1484,45.2287
17722,LIVE,NEW_DATA,9.5302,91.1484,45.2287,9.5302,91.1484,45.2287
17723,LIVE,NEW_DATA,9.5218,91.1484,45.2287,9.5218,91.1484,45.2287
17724,LIVE,NEW_DATA,9.3238,91.1484,45.2287,9.3238,91.1484,45.2287
17725,LIVE,NEW_DATA,9.3245,91.1484,45.2287,9.3245,91.1484,45.2287
17726,LIVE,NEW_DATA,9.2461,91.1484,45.2287,9.2461,91.1484,45.2287
17727,LIVE,NEW_DATA,9.3280,91.1484,45.2287,9.3280,91.1484,45.2287
17728,LIVE,NEW_DATA,9.5243,91.1484,45.2287,9.5243,91.1484,45.2287
17729,LIVE,NEW_DATA,9.5277,90.9806,45.0116,9.5277,90.9806,45.0116
17730,LIVE,NEW_DATA,9.3151,90.9806,45.0116,9.3151,90.9806,45.0116
17731,LIVE,NEW_DATA,9.3467,90.9806,45.0116,9.3467,90.9806,45.0116
17732,LIVE,NEW_DATA,9.3370,90.9806,45.0116,9.3370,90.9806,45.0116
17733,LIVE,NEW_DATA,9.3245,90.9806,45.0116,9.3245,90.9806,45.0116
17734,LIVE,NEW_DATA,9.3356,90.9806,45.0116,9.3356,90.9806,45.0116
17735,LIVE,NEW_DATA,9.3460,90.9806,45.0116,9.3460,90.9806,45.0116
17736,LIVE,NEW_DATA,9.3547,90.9806,45.0116,9.3547,90.9806,45.0116
17737,LIVE,NEW_DATA,9.3744,90.9806,45.0116,9.3744,90.9806,45.0116
17738,LIVE,NEW_DATA,9.4688,90.9806,45.0116,9.4688,90.9806,45.0116
17739,LIVE,NEW_DATA,9.5506,90.9806,45.0116,9.5506,90.9806,45.0116
17740,LIVE,NEW_DATA,9.5645,90.9806,45.0116,9.5645,90.9806,45.0116
17741,LIVE,NEW_DATA,9.7892,90.9806,45.0116,9.7892,90.9806,45.0116
17742,LIVE,NEW_DATA,9.8100,90.9806,45.0116,9.8100,90.9806,45.0116
17743,LIVE,NEW_DATA,10.3704,90.9806,45.0116,10.3704,90.9806,45.0116
17744,LIVE,NEW_DATA,10.4009,90.9806,45.0116,10.4009,90.9806,45.0116
17745,LIVE,NEW_DATA,10.4301,90.9806,45.0116,10.4301,90.9806,45.0116
17746,LIVE,NEW_DATA,10.8757,90.9806,45.0116,10.8757,90.9806,45.0116
17747,LIVE,NEW_DATA,10.9059,90.9806,45.0116,10.9059,90.9806,45.0116
17748,LIVE,NEW_DATA,11.2055,90.9806,45.0116,11.2055,90.9806,45.0116
17749,LIVE,NEW_DATA,11.2166,90.9806,45.0116,11.2166,90.9806,45.0116
17750,LIVE,NEW_DATA,11.2527,90.9806,45.0116,11.2527,90.9806,45.0116
17751,LIVE,NEW_DATA,11.2693,90.9806,45.0116,11.2693,90.9806,45.0116
17752,LIVE,NEW_DATA,11.2950,90.9806,45.0116,11.2950,90.9806,45.0116
17753,LIVE,NEW_DATA,11.3140,90.9806,45.0116,11.3140,90.9806,45.0116
17754,LIVE,NEW_DATA,11.3224,90.8848,45.1516,11.3224,90.8848,45.1516
17755,LIVE,NEW_DATA,11.3605,90.8848,45.1516,11.3605,90.8848,45.1516
17756,LIVE,NEW_DATA,11.3754,90.8848,45.1516,11.3754,90.8848,45.1516
17757,LIVE,NEW_DATA,11.4968,90.8848,45.1516,11.4968,90.8848,45.1516
17758,LIVE,NEW_DATA,11.3831,90.8848,45.1516,11.3831,90.8848,45.1516
17759,LIVE,NEW_DATA,11.4143,90.8848,45.1516,11.4143,90.8848,45.1516
17760,LIVE,NEW_DATA,11.4885,90.8848,45.1516,11.4885,90.8848,45.1516
17761,LIVE,NEW_DATA,11.4802,90.8848,45.1516,11.4802,90.8848,45.1516
17762,LIVE,NEW_DATA,11.4094,90.8848,45.1516,11.4094,90.8848,45.1516
17763,LIVE,NEW_DATA,11.4046,90.8848,45.1516,11.4046,90.8848,45.1516
17764,LIVE,NEW_DATA,11.2541,90.8848,45.1516,11.2541,90.8848,45.1516
17765,LIVE,NEW_DATA,11.2804,90.8848,45.1516,11.2804,90.8848,45.1516
17766,LIVE,NEW_DATA,11.4261,90.8848,45.1516,11.4261,90.8848,45.1516
17767,LIVE,NEW_DATA,10.7685,90.8848,45.1516,10.7685,90.8848,45.1516
17768,LIVE,NEW_DATA,10.2962,90.8848,45.1516,10.2962,90.8848,45.1516
17769,LIVE,NEW_DATA,10.3427,90.8848,45.1516,10.3427,90.8848,45.1516
17770,LIVE,NEW_DATA,10.0805,90.8848,45.1516,10.0805,90.8848,45.1516
17771,LIVE,NEW_DATA,10.3482,90.8848,45.1516,10.3482,90.8848,45.1516
17772,LIVE,NEW_DATA,10.0299,90.8848,45.1516,10.0299,90.8848,45.1516
17773,LIVE,NEW_DATA,9.9938,90.8848,45.1516,9.9938,90.8848,45.1516
17774,LIVE,NEW_DATA,10.0507,90.8848,45.1516,10.0507,90.8848,45.1516
17775,LIVE,NEW_DATA,10.0514,90.8848,45.1516,10.0514,90.8848,45.1516
17776,LIVE,NEW_DATA,10.1513,90.8848,45.1516,10.1513,90.8848,45.1516
17777,LIVE,NEW_DATA,10.2875,90.8848,45.1516,10.2875,90.8848,45.1516
17778,LIVE,NEW_DATA,10.8171,90.9079,45.1886,10.8171,90.9079,45.1886
17779,LIVE,NEW_DATA,11.4330,90.9079,45.1886,11.4330,90.9079,45.1886
17780,LIVE,NEW_DATA,11.3033,90.9079,45.1886,11.3033,90.9079,45.1886
17781,LIVE,NEW_DATA,11.3071,90.9079,45.1886,11.3071,90.9079,45.1886
17782,LIVE,NEW_DATA,11.6189,90.9079,45.1886,11.6189,90.9079,45.1886
17783,LIVE,NEW_DATA,11.6064,90.9079,45.1886,11.6064,90.9079,45.1886
17784,LIVE,NEW_DATA,11.6216,90.9079,45.1886,11.6216,90.9079,45.1886
17785,LIVE,NEW_DATA,11.6674,90.9079,45.1886,11.6674,90.9079,45.1886
17786,LIVE,NEW_DATA,11.6536,90.9079,45.1886,11.6536,90.9079,45.1886
17787,LIVE,NEW_DATA,11.6660,90.9079,45.1886,11.6660,90.9079,45.1886
17788,LIVE,NEW_DATA,11.6993,90.9079,45.1886,11.6993,90.9079,45.1886
17789,LIVE,NEW_DATA,11.8367,90.9079,45.1886,11.8367,90.9079,45.1886
17790,LIVE,NEW_DATA,11.7177,90.9079,45.1886,11.7177,90.9079,45.1886
17791,LIVE,NEW_DATA,11.6966,90.9079,45.1886,11.6966,90.9079,45.1886
17792,LIVE,NEW_DATA,11.6931,90.9079,45.1886,11.6931,90.9079,45.1886
17793,LIVE,NEW_DATA,11.7153,90.9079,45.1886,11.7153,90.9079,45.1886
17794,LIVE,NEW_DATA,11.6653,90.9079,45.1886,11.6653,90.9079,45.1886
17795,LIVE,NEW_DATA,11.6536,90.9079,45.1886,11.6536,90.9079,45.1886
17796,LIVE,NEW_DATA,11.6966,90.9079,45.1886,11.6966,90.9079,45.1886
17797,LIVE,NEW_DATA,11.6764,90.9079,45.1886,11.6764,90.9079,45.1886
17798,LIVE,NEW_DATA,11.7021,90.9079,45.1886,11.7021,90.9079,45.1886
17799,LIVE,NEW_DATA,11.6355,90.9079,45.1886,11.6355,90.9079,45.1886
17800,LIVE,NEW_DATA,11.5967,90.9079,45.1886,11.5967,90.9079,45.1886
17801,LIVE,NEW_DATA,11.5800,90.9079,45.1886,11.5800,90.9079,45.1886
17802,LIVE,NEW_DATA,11.0488,90.9079,45.3521,11.0488,90.9079,45.3521
17803,LIVE,NEW_DATA,11.0730,90.9079,45.3521,11.0730,90.9079,45.3521
17804,LIVE,NEW_DATA,10.5580,90.9079,45.3521,10.5580,90.9079,45.3521
17805,LIVE,NEW_DATA,10.1554,90.9079,45.3521,10.1554,90.9079,45.3521
17806,LIVE,NEW_DATA,10.2886,90.9079,45.3521,10.2886,90.9079,45.3521
17807,LIVE,NEW_DATA,10.5847,90.9079,45.3521,10.5847,90.9079,45.3521
17808,LIVE,NEW_DATA,10.5899,90.9079,45.3521,10.5899,90.9079,45.3521
17809,LIVE,NEW_DATA,10.1859,90.9079,45.3521,10.1859,90.9079,45.3521
17810,LIVE,NEW_DATA,10.1780,90.9079,45.3521,10.1780,90.9079,45.3521
17811,LIVE,NEW_DATA,10.1485,90.9079,45.3521,10.1485,90.9079,45.3521
17812,LIVE,NEW_DATA,10.1748,90.9079,45.3521,10.1748,90.9079,45.3521
17813,LIVE,NEW_DATA,10.2033,90.9079,45.3521,10.2033,90.9079,45.3521
17814,LIVE,NEW_DATA,10.2151,90.9079,45.3521,10.2151,90.9079,45.3521
17815,LIVE,NEW_DATA,10.2574,90.9079,45.3521,10.2574,90.9079,45.3521
17816,LIVE,NEW_DATA,10.2844,90.9079,45.3521,10.2844,90.9079,45.3521
17817,LIVE,NEW_DATA,10.3538,90.9079,45.3521,10.3538,90.9079,45.3521
17818,LIVE,NEW_DATA,10.3833,90.9079,45.3521,10.3833,90.9079,45.3521
17819,LIVE,NEW_DATA,11.3720,90.9079,45.3521,11.3720,90.9079,45.3521
17820,LIVE,NEW_DATA,11.4018,90.9079,45.3521,11.4018,90.9079,45.3521
17821,LIVE,NEW_DATA,11.7212,90.9079,45.3521,11.7212,90.9079,45.3521
17822,LIVE,NEW_DATA,11.8533,90.9079,45.3521,11.8533,90.9079,45.3521
17823,LIVE,NEW_DATA,11.7437,90.9079,45.3521,11.7437,90.9079,45.3521
17824,LIVE,NEW_DATA,11.7631,90.9079,45.3521,11.7631,90.9079,45.3521
17825,LIVE,NEW_DATA,11.7208,90.9079,45.3521,11.7208,90.9079,45.3521
17826,LIVE,NEW_DATA,11.7465,90.9079,45.3521,11.7465,90.9079,45.3521
17827,LIVE,NEW_DATA,11.7798,91.1980,44.0381,11.7798,91.1980,44.0381
17828,LIVE,NEW_DATA,11.8977,91.1980,44.0381,11.8977,91.1980,44.0381
17829,LIVE,NEW_DATA,11.8478,91.1980,44.0381,11.8478,91.1980,44.0381
17830,LIVE,NEW_DATA,11.8741,91.1980,44.0381,11.8741,91.1980,44.0381
17831,LIVE,NEW_DATA,11.9671,91.1980,44.0381,11.9671,91.1980,44.0381
17832,LIVE,NEW_DATA,11.8568,91.1980,44.0381,11.8568,91.1980,44.0381
17833,LIVE,NEW_DATA,11.8478,91.1980,44.0381,11.8478,91.1980,44.0381
17834,LIVE,NEW_DATA,11.8422,91.1980,44.0381,11.8422,91.1980,44.0381
17835,LIVE,NEW_DATA,11.7562,91.1980,44.0381,11.7562,91.1980,44.0381
17836,LIVE,NEW_DATA,11.7656,91.1980,44.0381,11.7656,91.1980,44.0381
17837,LIVE,NEW_DATA,11.8124,91.1980,44.0381,11.8124,91.1980,44.0381
17838,LIVE,NEW_DATA,11.7839,91.1980,44.0381,11.7839,91.1980,44.0381
17839,LIVE,NEW_DATA,11.7174,91.1980,44.0381,11.7174,91.1980,44.0381
17840,LIVE,NEW_DATA,11.7579,91.1980,44.0381,11.7579,91.1980,44.0381
17841,LIVE,NEW_DATA,10.7443,91.1980,44.0381,10.7443,91.1980,44.0381
17842,LIVE,NEW_DATA,10.7394,91.1980,44.0381,10.7394,91.1980,44.0381
17843,LIVE,NEW_DATA,10.6756,91.1980,44.0381,10.6756,91.1980,44.0381
17844,LIVE,NEW_DATA,10.7304,91.1980,44.0381,10.7304,91.1980,44.0381
17845,LIVE,NEW_DATA,10.7144,91.1980,44.0381,10.7144,91.1980,44.0381
17846,LIVE,NEW_DATA,10.3344,91.1980,44.0381,10.3344,91.1980,44.0381
17847,LIVE,NEW_DATA,10.3593,91.1980,44.0381,10.3593,91.1980,44.0381
17848,LIVE,NEW_DATA,10.2054,91.1980,44.0381,10.2054,91.1980,44.0381
17849,LIVE,NEW_DATA,10.3233,91.1980,44.0381,10.3233,91.1980,44.0381
17850,LIVE,NEW_DATA,10.1793,91.1980,44.0381,10.1793,91.1980,44.0381
17851,LIVE,NEW_DATA,10.2345,91.0823,44.6662,10.2345,91.0823,44.6662
17852,LIVE,NEW_DATA,10.1839,91.0823,44.6662,10.1839,91.0823,44.6662
17853,LIVE,NEW_DATA,10.2123,91.0823,44.6662,10.2123,91.0823,44.6662
17854,LIVE,NEW_DATA,10.2851,91.0823,44.6662,10.2851,91.0823,44.6662
17855,LIVE,NEW_DATA,10.2927,91.0823,44.6662,10.2927,91.0823,44.6662
17856,LIVE,NEW_DATA,10.3032,91.0823,44.6662,10.3032,91.0823,44.6662
17857,LIVE,NEW_DATA,10.3330,91.0823,44.6662,10.3330,91.0823,44.6662
17858,LIVE,NEW_DATA,10.3219,91.0823,44.6662,10.3219,91.0823,44.6662
17859,LIVE,NEW_DATA,10.7290,91.0823,44.6662,10.7290,91.0823,44.6662
17860,LIVE,NEW_DATA,10.7200,91.0823,44.6662,10.7200,91.0823,44.6662
17861,LIVE,NEW_DATA,10.7144,91.0823,44.6662,10.7144,91.0823,44.6662
17862,LIVE,NEW_DATA,10.7158,91.0823,44.6662,10.7158,91.0823,44.6662
17863,LIVE,NEW_DATA,11.2471,91.0823,44.6662,11.2471,91.0823,44.6662
17864,LIVE,NEW_DATA,11.6331,91.0823,44.6662,11.6331,91.0823,44.6662
17865,LIVE,NEW_DATA,11.6438,91.0823,44.6662,11.6438,91.0823,44.6662
17866,LIVE,NEW_DATA,11.7673,91.0823,44.6662,11.7673,91.0823,44.6662
17867,LIVE,NEW_DATA,11.7839,91.0823,44.6662,11.7839,91.0823,44.6662
17868,LIVE,NEW_DATA,11.7798,91.0823,44.6662,11.7798,91.0823,44.6662
17869,LIVE,NEW_DATA,11.7534,91.0823,44.6662,11.7534,91.0823,44.6662
17870,LIVE,NEW_DATA,11.7867,91.0823,44.6662,11.7867,91.0823,44.6662
17871,LIVE,NEW_DATA,11.7728,91.0823,44.6662,11.7728,91.0823,44.6662
17872,LIVE,NEW_DATA,11.7212,91.0823,44.6662,11.7212,91.0823,44.6662
17873,LIVE,NEW_DATA,11.7049,91.0823,44.6662,11.7049,91.0823,44.6662
17874,LIVE,NEW_DATA,11.7285,91.0823,44.6662,11.7285,91.0823,44.6662
17875,LIVE,NEW_DATA,11.6515,90.4744,44.6662,11.6515,90.4744,44.6662
17876,LIVE,NEW_DATA,11.6549,90.4744,44.6662,11.6549,90.4744,44.6662
17877,LIVE,NEW_DATA,11.6324,90.4744,44.6662,11.6324,90.4744,44.6662
17878,LIVE,NEW_DATA,11.2894,90.4744,44.6662,11.2894,90.4744,44.6662
17879,LIVE,NEW_DATA,11.2561,90.4744,44.6662,11.2561,90.4744,44.6662
17880,LIVE,NEW_DATA,10.7061,90.4744,44.6662,10.7061,90.4744,44.6662
17881,LIVE,NEW_DATA,10.7214,90.4744,44.6662,10.7214,90.4744,44.6662
17882,LIVE,NEW_DATA,10.2997,90.4744,44.6662,10.2997,90.4744,44.6662
17883,LIVE,NEW_DATA,10.1915,90.4744,44.6662,10.1915,90.4744,44.6662
